,date,M1,M2,M3,M4,M5,M6,M7,M8
1099,8/6/08,Q (Aug 08),U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09)
1100,8/7/08,Q (Aug 08),U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09)
1101,8/8/08,Q (Aug 08),U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09)
1102,8/11/08,Q (Aug 08),U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09)
1103,8/12/08,Q (Aug 08),U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09)
1104,8/13/08,Q (Aug 08),U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09)
1105,8/14/08,Q (Aug 08),U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09)
1106,8/15/08,Q (Aug 08),U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09)
1107,8/18/08,Q (Aug 08),U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09)
1108,8/19/08,Q (Aug 08),U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09)
1109,8/20/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1110,8/21/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1111,8/22/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1112,8/25/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1113,8/26/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1114,8/27/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1115,8/28/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1116,8/29/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1117,9/2/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1118,9/3/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1119,9/4/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1120,9/5/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1121,9/8/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1122,9/9/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1123,9/10/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1124,9/11/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1125,9/12/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1126,9/15/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1127,9/16/08,U (Sep 08),V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09)
1128,9/17/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1129,9/18/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1130,9/19/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1131,9/22/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1132,9/23/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1133,9/24/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1134,9/25/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1135,9/26/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1136,9/29/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1137,9/30/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1138,10/1/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1139,10/2/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1140,10/3/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1141,10/6/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1142,10/7/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1143,10/8/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1144,10/9/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1145,10/10/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1146,10/13/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1147,10/14/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1148,10/15/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1149,10/16/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1150,10/17/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1151,10/20/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1152,10/21/08,V (Oct 08),X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09)
1153,10/22/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1154,10/23/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1155,10/24/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1156,10/27/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1157,10/28/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1158,10/29/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1159,10/30/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1160,10/31/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1161,11/3/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1162,11/4/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1163,11/5/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1164,11/6/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1165,11/7/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1166,11/10/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1167,11/11/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1168,11/12/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1169,11/13/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1170,11/14/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1171,11/17/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1172,11/18/08,X (Nov 08),Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09)
1173,11/19/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1174,11/20/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1175,11/21/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1176,11/24/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1177,11/25/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1178,11/26/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1179,11/28/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1180,12/1/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1181,12/2/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1182,12/3/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1183,12/4/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1184,12/5/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1185,12/8/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1186,12/9/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1187,12/10/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1188,12/11/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1189,12/12/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1190,12/15/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1191,12/16/08,Z (Dec 08),F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09)
1192,12/17/08,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1193,12/18/08,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1194,12/19/08,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1195,12/22/08,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1196,12/23/08,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1197,12/24/08,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1198,12/26/08,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1199,12/29/08,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1200,12/30/08,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1201,12/31/08,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1202,1/2/09,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1203,1/5/09,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1204,1/6/09,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1205,1/7/09,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1206,1/8/09,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1207,1/9/09,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1208,1/12/09,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1209,1/13/09,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1210,1/14/09,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1211,1/15/09,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1212,1/16/09,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1213,1/20/09,F (Jan 09),G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09)
1214,1/21/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1215,1/22/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1216,1/23/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1217,1/26/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1218,1/27/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1219,1/28/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1220,1/29/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1221,1/30/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1222,2/2/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1223,2/3/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1224,2/4/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1225,2/5/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1226,2/6/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1227,2/9/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1228,2/10/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1229,2/11/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1230,2/12/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1231,2/13/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1232,2/17/09,G (Feb 09),H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09)
1233,2/18/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1234,2/19/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1235,2/20/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1236,2/23/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1237,2/24/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1238,2/25/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1239,2/26/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1240,2/27/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1241,3/2/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1242,3/3/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1243,3/4/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1244,3/5/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1245,3/6/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1246,3/9/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1247,3/10/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1248,3/11/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1249,3/12/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1250,3/13/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1251,3/16/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1252,3/17/09,H (Mar 09),J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09)
1253,3/18/09,J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09),X (Nov 09)
1254,3/19/09,J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09),X (Nov 09)
1255,3/20/09,J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09),X (Nov 09)
1256,3/23/09,J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09),X (Nov 09)
1257,3/24/09,J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09),X (Nov 09)
1258,3/25/09,J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09),X (Nov 09)
1259,3/26/09,J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09),X (Nov 09)
1260,3/27/09,J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09),X (Nov 09)
1261,3/30/09,J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09),X (Nov 09)
1262,3/31/09,J (Apr 09),K (May 09),M (Jun 09),N (Jul 09),Q (Aug 09),U (Sep 09),V (Oct 09),X (Nov 09)
